readable_name,dataset_name,dataset_config,hf_split,dataset_url,split_url,downloaded,local_path,num_rows
Sera 4.5A all domains,allenai/Sera-4.5A-Sympy-T1,default,train,https://huggingface.co/datasets/allenai/Sera-4.5A-Sympy-T1,https://huggingface.co/datasets/allenai/Sera-4.5A-Sympy-T1?config=default&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/allenai__Sera-4.5A-Sympy-T1,19983
Sera 4.5A all domains,allenai/Sera-4.5A-Sphinx-T1,default,train,https://huggingface.co/datasets/allenai/Sera-4.5A-Sphinx-T1,https://huggingface.co/datasets/allenai/Sera-4.5A-Sphinx-T1?config=default&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/allenai__Sera-4.5A-Sphinx-T1,17680
Sera 4.5A T2 docs/math,allenai/Sera-4.5A-Sympy-T2,default,train,https://huggingface.co/datasets/allenai/Sera-4.5A-Sympy-T2,https://huggingface.co/datasets/allenai/Sera-4.5A-Sympy-T2?config=default&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/allenai__Sera-4.5A-Sympy-T2,25397
Sera 4.5A T2 docs/math,allenai/Sera-4.5A-Sphinx-T2,default,train,https://huggingface.co/datasets/allenai/Sera-4.5A-Sphinx-T2,https://huggingface.co/datasets/allenai/Sera-4.5A-Sphinx-T2?config=default&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/allenai__Sera-4.5A-Sphinx-T2,12676
"Hermes Agent Traces - GLM 5.1, Kimi",lambda/hermes-agent-reasoning-traces,glm-5.1,glm-5.1,https://huggingface.co/datasets/lambda/hermes-agent-reasoning-traces,https://huggingface.co/datasets/lambda/hermes-agent-reasoning-traces?config=glm-5.1&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/lambda__hermes-agent-reasoning-traces,7055
"Hermes Agent Traces - GLM 5.1, Kimi",lambda/hermes-agent-reasoning-traces,kimi,kimi,https://huggingface.co/datasets/lambda/hermes-agent-reasoning-traces,https://huggingface.co/datasets/lambda/hermes-agent-reasoning-traces?config=kimi&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/lambda__hermes-agent-reasoning-traces,7646
SWE Agent Trajectories,nebius/SWE-agent-trajectories,default,train,https://huggingface.co/datasets/nebius/SWE-agent-trajectories,https://huggingface.co/datasets/nebius/SWE-agent-trajectories?config=default&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nebius__SWE-agent-trajectories,80036
Nemotron Cascade 2 SFT Data - SWE,nvidia/Nemotron-Cascade-2-SFT-Data,swe,swe,https://huggingface.co/datasets/nvidia/Nemotron-Cascade-2-SFT-Data,https://huggingface.co/datasets/nvidia/Nemotron-Cascade-2-SFT-Data?config=swe&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-Cascade-2-SFT-Data,21953
Nemotron Cascade 2 SFT Data - terminal agent,nvidia/Nemotron-Cascade-2-SFT-Data,terminal_agent,terminal_agent,https://huggingface.co/datasets/nvidia/Nemotron-Cascade-2-SFT-Data,https://huggingface.co/datasets/nvidia/Nemotron-Cascade-2-SFT-Data?config=terminal_agent&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-Cascade-2-SFT-Data,82710
Nemotron OpenCode SFT - 6 splits,nvidia/Nemotron-SFT-OpenCode-v1,default,bash_only_tool_skills,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1?config=default&split=bash_only_tool_skills,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-SFT-OpenCode-v1,
Nemotron OpenCode SFT - 6 splits,nvidia/Nemotron-SFT-OpenCode-v1,default,bash_only_tool,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1?config=default&split=bash_only_tool,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-SFT-OpenCode-v1,
Nemotron OpenCode SFT - 6 splits,nvidia/Nemotron-SFT-OpenCode-v1,default,general,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1?config=default&split=general,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-SFT-OpenCode-v1,
Nemotron OpenCode SFT - 6 splits,nvidia/Nemotron-SFT-OpenCode-v1,default,question_tool,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1?config=default&split=question_tool,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-SFT-OpenCode-v1,
Nemotron OpenCode SFT - 6 splits,nvidia/Nemotron-SFT-OpenCode-v1,default,agent_skills,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1?config=default&split=agent_skills,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-SFT-OpenCode-v1,
Nemotron OpenCode SFT - 6 splits,nvidia/Nemotron-SFT-OpenCode-v1,default,agent_skills_question_tool,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1?config=default&split=agent_skills_question_tool,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-SFT-OpenCode-v1,
Nemotron SWE SFT v2 - OpenHands SWE,nvidia/Nemotron-SFT-SWE-v2,default,openhands_swe,https://huggingface.co/datasets/nvidia/Nemotron-SFT-SWE-v2,https://huggingface.co/datasets/nvidia/Nemotron-SFT-SWE-v2?config=default&split=openhands_swe,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-SFT-SWE-v2,46278
Nemotron SWE v1 - R2E Gym,nvidia/Nemotron-SWE-v1,default,r2e_gym,https://huggingface.co/datasets/nvidia/Nemotron-SWE-v1,https://huggingface.co/datasets/nvidia/Nemotron-SWE-v1?config=default&split=r2e_gym,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-SWE-v1,24875
Nemotron Terminal Corpus - 4 splits,nvidia/Nemotron-Terminal-Corpus,dataset_adapters,dataset_adapters,https://huggingface.co/datasets/nvidia/Nemotron-Terminal-Corpus,https://huggingface.co/datasets/nvidia/Nemotron-Terminal-Corpus?config=dataset_adapters&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-Terminal-Corpus,226313
Nemotron Terminal Corpus - 4 splits,nvidia/Nemotron-Terminal-Corpus,skill_based_easy,skill_based_easy,https://huggingface.co/datasets/nvidia/Nemotron-Terminal-Corpus,https://huggingface.co/datasets/nvidia/Nemotron-Terminal-Corpus?config=skill_based_easy&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-Terminal-Corpus,44809
Nemotron Terminal Corpus - 4 splits,nvidia/Nemotron-Terminal-Corpus,skill_based_medium,skill_based_medium,https://huggingface.co/datasets/nvidia/Nemotron-Terminal-Corpus,https://huggingface.co/datasets/nvidia/Nemotron-Terminal-Corpus?config=skill_based_medium&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-Terminal-Corpus,89343
Nemotron Terminal Corpus - 4 splits,nvidia/Nemotron-Terminal-Corpus,skill_based_mixed,skill_based_mixed,https://huggingface.co/datasets/nvidia/Nemotron-Terminal-Corpus,https://huggingface.co/datasets/nvidia/Nemotron-Terminal-Corpus?config=skill_based_mixed&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__Nemotron-Terminal-Corpus,5689
SWE-Hero OpenHands,nvidia/SWE-Hero-openhands-trajectories,default,train,https://huggingface.co/datasets/nvidia/SWE-Hero-openhands-trajectories,https://huggingface.co/datasets/nvidia/SWE-Hero-openhands-trajectories?config=default&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__SWE-Hero-openhands-trajectories,34269
SWE-Zero OpenHands,nvidia/SWE-Zero-openhands-trajectories,default,train,https://huggingface.co/datasets/nvidia/SWE-Zero-openhands-trajectories,https://huggingface.co/datasets/nvidia/SWE-Zero-openhands-trajectories?config=default&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/nvidia__SWE-Zero-openhands-trajectories,318115
AgentTrove,open-thoughts/AgentTrove,default,train,https://huggingface.co/datasets/open-thoughts/AgentTrove,https://huggingface.co/datasets/open-thoughts/AgentTrove?config=default&split=train,true,/wbl-fast/usrs/ee/code-swe-data/data/code-swe-terminal-agentic-sft/open-thoughts__AgentTrove,1696847
